title,year,distributor,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Go!,1999,Sony Pictures,28383441,21883441,43839770.286941625,33800166.31978625,5609375.691699605,6500000,10039603.967155376
Goal!,2006,Walt Disney Pictures,27610873,-5389127,35161601.54617522,-6862888.263465432,4215400.458015268,33000000,42024489.809640646
Godzilla 2000,2000,Sony Pictures,10037390,9037390,14984046.312921712,13491223.346700244,1862224.4897959186,1000000,1492822.9662214692
Good,2008,ThinkFilm,27276,-15972724,32605.79308545887,-19093830.97797122,3798.8857938718666,16000000,19126436.77105668
Girl with a Pearl Earring,2003,Lionsgate,22106210,10106210,30928867.791595027,14139630.129456636,3666038.142620232,12000000,16789237.66213839
The Grand,2008,Anchor Bay Entertainment,115879,-2884121,138522.0229120798,-3447684.8716610475,16139.136490250698,3000000,3586206.894573127
George Of The Jungle,1997,Walt Disney Pictures,174463257,119463257,279141211.2,191141211.2,38009424.18300654,55000000,88000000
Grindhouse,2007,Weinstein/Dimension,50187789,-2812211,62137262.54775723,-3481785.0462926533,7294736.773255814,53000000,65619047.594049886
Wallace & Gromit: The Curse of the Were-Rabbit,2005,Dreamworks SKG,185724838,155724838,244498520.7875957,205004849.92151654,28974233.697347894,30000000,39493670.86607915
Grosse Point Blank,1997,Walt Disney Pictures,28084357,13084357,44934971.2,20934971.2,6118596.296296297,15000000,24000000
Ghost Dog: Way of the Samurai,2000,Artisan,6030230,4030230,9002065.83559769,6016419.903154751,1118781.0760667904,2000000,2985645.9324429384
Get Over It,2001,Miramax,11560259,1560259,16775817.714124773,2264189.8049881584,2046063.5398230087,10000000,14511627.909136614
The Guru,2003,Universal,23788368,12788368,33282380.32886731,17892245.80524045,3945002.9850746267,11000000,15390134.523626858
Ghost World,2001,MGM,8764007,3264007,12718000.857706865,4736605.507681727,1551151.681415929,5500000,7981395.350025138
Halloween 2,2009,Weinstein/Dimension,38512850,23512850,46215420.018486165,28215420.01128617,5135046.666666667,15000000,18000000.0072
The Devil's Rejects,2005,Lionsgate,20940428,13940428,27567145.707560938,18351955.838809136,3266837.44149766,7000000,9215189.868751802
"House of 1,000 Corpses",2003,Lionsgate,16829545,9829545,23546269.22922107,13752547.259640342,2790969.3200663347,7000000,9793721.969580729
The House of the Dead,2003,Artisan,13767816,6767816,19262594.576049294,9468872.606468566,2283219.9004975124,7000000,9793721.969580729
Hoodwinked,2005,Weinstein Co.,110011106,92511106,144824747.0659115,121786772.394032,17162419.03276131,17500000,23037974.671879504
Head of State,2003,Dreamworks SKG,38283765,3083765,53562935.76553796,4314505.289932016,6348883.084577114,35200000,49248430.47560594
Hedwig and the Angry Inch,2001,Fine Line,3643900,-2356100,5287892.093810291,-3419084.6516716774,644938.053097345,6000000,8706976.745481968
Pooh's Heffalump Movie,2005,Walt Disney Pictures,52858433,32858433,69585785.17995656,43256671.26923712,8246245.397815912,20000000,26329113.910719436
Hellboy 2: The Golden Army,2008,Universal,160388063,77888063,191728259.11260968,93107569.51184869,22338170.33426184,82500000,98620689.600761
Jet Li's Hero,2004,Miramax,177352140,160352140,241632609.94789058,218471037.89629796,28559120.77294686,17000000,23161572.05159261
Here on Earth,2000,20th Century Fox,10845127,-4154873,16189854.657188544,-6202489.836133494,2012082.93135436,15000000,22392344.493322037
House of Flying Daggers,2004,Sony Pictures Classics,92863945,80863945,126522056.06544901,110172711.08785424,14953936.392914655,12000000,16349344.977594784
High Heels and Low Lifes,2001,Walt Disney Pictures,226792,-9773208,329112.1116768911,-14182515.797459723,40140.17699115044,10000000,14511627.909136614
High School Musical 3: Senior Year,2008,Walt Disney Pictures,251056401,240056401,300113398.73097193,286963973.45087045,34966072.5626741,11000000,13149425.280101465
Held Up,2000,Trimark,4714090,-3285910,7037301.816834966,-4905281.912936788,874599.2578849723,8000000,11942583.729771754
The Hills Have Eyes II,2007,20th Century Fox,37466538,22466538,46387142.26804299,27815713.70368925,5445717.73255814,15000000,18571428.56435374
Half Past Dead,2002,Sony Pictures,19233280,-5766720,27526529.163200304,-8253287.33611794,3316082.7586206896,25000000,35779816.49931824
Halloween: H2O,1998,Miramax,55041738,38041738,86732435.58379851,59944556.812154815,11735978.251599146,17000000,26787878.77164371
Holy Man,1998,Walt Disney Pictures,12069719,-47930281,19018951.13998851,-75526503.34816575,2573500.8528784644,60000000,94545454.48815426
Hamlet 2,2008,Focus Features,4898285,-4101715,5855421.1461947095,-4903199.537524671,682212.3955431755,9000000,10758620.683719382
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,2008,Walt Disney Pictures,71281781,64781781,85210404.82655057,77440289.88830881,9927824.651810585,6500000,7770114.938241775
Holes,2003,Walt Disney Pictures,72383924,52383924,101272575.24618025,73290512.4759496,12003967.495854063,20000000,27982062.77023065
Holy Girl,2005,Fine Line,1261792,-138208,1661093.2649817248,-181944.70876863558,196847.42589703586,1400000,1843037.9737503605
The Honeymooners,2005,Paramount Pictures,13174426,-13825574,17343548.14311719,-18200755.636354048,2055292.6677067082,27000000,35544303.77947123
Hoot,2006,New Line,8224998,-6775002,10474283.170767114,-8627757.651796818,1255724.8854961833,15000000,19102040.82256393
Hope Floats,1998,20th Century Fox,81529000,51529000,128469939.31607881,81197212.07200168,17383582.08955224,30000000,47272727.24407713
Horton Hears a Who,2008,20th Century Fox,297133947,212133947,355194603.11437535,253585407.76813677,41383558.07799443,85000000,101609195.3462386
Hot Rod,2007,Paramount Pictures,14334401,-10665599,17747353.61228672,-13205027.328302847,2083488.5174418604,25000000,30952380.94058957
Life as a House,2001,New Line,23889158,5889158,34667057.19585742,8546126.959411517,4228169.557522124,18000000,26120930.236445904
How to Deal,2003,New Line,14108518,-1891482,19739271.81354645,-2646378.4026380708,2339721.0613598675,16000000,22385650.21618452
Def Jam's How To Be a Player,1997,Gramercy,14010363,2010363,22416580.8,3216580.8,3052366.666666667,12000000,19200000
Harry Potter and the Sorcerer's Stone,2001,Warner Bros.,976457891,851457891,1416999358.3132277,1235604009.4490201,172824405.48672566,125000000,181395348.86420768
Casa de Areia,2006,Sony Pictures Classics,1178175,-2571825,1500369.796408284,-3275140.409232699,179874.04580152672,3750000,4775510.205640983
High Tension,2005,Lionsgate,5208449,2358449,6856692.350958637,3104793.618681117,812550.5460218409,2850000,3751898.7322775195
Human Traffic,2000,Miramax,5422740,2122740,8095190.81184781,3168875.0233169617,1006074.211502783,3300000,4926315.788530848
I Heart Huckabees,2004,Fox Searchlight,14584713,-7415287,19870875.353017613,-10102923.772572825,2348585.0241545895,22000000,29973799.125590436
Hollywood Ending,2002,Dreamworks SKG,14839383,-1160617,21238016.028124105,-1661066.5314395695,2558514.310344828,16000000,22899082.559563674
Whatever it Takes,2000,Sony Pictures,8735529,-6264471,13040598.313293664,-9351746.180028373,1620691.836734694,15000000,22392344.493322037
Idlewild,2006,Universal,12669914,-2330086,16134747.629758285,-2967293.192805647,1934338.0152671756,15000000,19102040.82256393
I Got the Hook-Up!,1998,Miramax,10317779,6817779,16258318.414388897,10743166.902579898,2199952.8784648185,3500000,5515151.511808999
Imaginary Heroes,2004,Sony Pictures Classics,290875,-9709125,396301.31002982357,-13228152.83796583,46839.77455716586,10000000,13624454.147995653
Imagine Me & You,2006,Fox Searchlight,972243,-6927757,1238121.6983634683,-8822286.468186868,148434.04580152672,7900000,10060408.166550336
Imagine That,2009,Paramount Pictures,16123323,-38876677,19347987.607739195,-46652012.418660805,2149776.4,55000000,66000000.0264
Impostor,2002,Miramax,6114237,-33885763,8750651.115733683,-48497055.283175506,1054178.7931034483,40000000,57247706.39890919
In the Cut,2003,Sony Pictures,23693646,11693646,33149854.48138122,16360616.819242828,3929294.527363184,12000000,16789237.66213839
IndigËnes,2006,Weinstein Co.,6877936,-12022064,8758840.949798806,-15309730.48663175,1050066.5648854962,18900000,24068571.436430555
In Dreams,1999,Dreamworks SKG,12017369,-17982631,18561480.844180007,-27775152.85038327,2374974.110671937,30000000,46336633.69456328
The Informant,2009,Warner Bros.,41771168,19771168,50125401.62005016,23725401.60949016,5569489.066666666,22000000,26400000.01056
In & Out,1997,Paramount Pictures,83226569,48226569,133162510.4,77162510.4,18132150.10893246,35000000,56000000
I Now Pronounce You Chuck and Larry,2007,Universal,185708462,100708462,229924762.38860008,124686667.19059555,26992509.01162791,85000000,105238095.19800453
Inspector Gadget,1999,Walt Disney Pictures,97387965,22387965,150421015.3487983,34579431.11239011,19246633.39920949,75000000,115841584.23640819
Instinct,1999,Walt Disney Pictures,34105207,-20894793,52677349.46120851,-32273145.64549083,6740159.486166009,55000000,84950495.10669933
Ira and Abby,2007,Magnolia Pictures,221096,-3278904,273737.9046576237,-4059595.427024916,32136.04651162791,3500000,4333333.33168254
Obsluhoval jsem anglickÈho kr·le,2008,Sony Pictures Classics,7174984,2274984,8576992.363083959,2719521.10194785,999301.3927576602,4900000,5857471.261136107
Isn't She Great,2000,Universal,2954405,-33045595,4410403.63551954,-49331223.14845335,548127.0871985158,36000000,53741626.78397289
Jack Frost,1998,Warner Bros.,34645374,-15354626,54592710.51236805,-24195168.2277605,7387073.3475479735,50000000,78787878.74012855
Jakob the Liar,1999,Sony Pictures,4956401,-10043599,7655431.252678904,-15512885.594602734,979525.8893280633,15000000,23168316.84728164
The World is Not Enough,1999,MGM,361730660,226730660,558712702.9504204,350197851.32488567,71488272.72727273,135000000,208514851.62553474
Jackass: Number Two,2006,Paramount Pictures,83578712,72578712,106434931.23475426,92426767.96487404,12760108.702290077,11000000,14008163.269880217
The Curse of the Jade Scorpion,2001,Dreamworks SKG,18496522,-7503478,26841464.487715937,-10888768.076039258,3273720.7079646015,26000000,37730232.5637552
Jeepers Creepers II,2003,MGM,35623801,10623801,49841371.784810275,14863793.322021957,5907761.35986733,25000000,34977578.46278831
Jindabyne,2007,Sony Pictures Classics,2862544,-7937456,3544102.093887961,-9827326.472446732,416067.4418604651,10800000,13371428.566334693
The Messenger: The Story of Joan of Arc,1999,Sony Pictures,14271297,-35728703,22042795.381177325,-55184927.4430948,2820414.4268774707,50000000,77227722.82427213
Joe Somebody,2001,20th Century Fox,24515990,-13484010,35576692.47041141,-19567493.58430772,4339113.274336283,38000000,55144186.054719135
Jonah: A VeggieTales Movie,2002,Artisan,25606175,11606175,36647369.70997721,16610672.470358996,4414857.75862069,14000000,20036697.239618216
Josie and the Pussycats,2001,Universal,14252830,-7747170,20683176.56121796,-11242404.83888259,2522624.778761062,22000000,31925581.40010055
Jesus' Son,2000,Lionsgate,1687548,-812452,2519210.4110011077,-1212847.004552565,313088.6827458256,2500000,3732057.415553673
Being Julia,2004,Sony Pictures,11039049,-6960951,15040101.693797726,-9483915.772594448,1777624.6376811594,18000000,24524017.466392174
Junebug,2005,Sony Pictures Classics,2678010,1678010,3525481.517202288,2209025.821666316,417786.27145085804,1000000,1316455.6955359718
Jurassic Park 3,2001,Universal,365900000,272900000,530980465.1953087,396022325.6403382,64761061.94690265,93000000,134958139.5549705
Juwanna Man,2002,Warner Bros.,13771817,-1828183,19710123.404887658,-2616482.0906869248,2374451.206896552,15600000,22326605.495574582
Kate and Leopold,2001,Miramax,70937778,22937778,102942263.90369372,33286449.93983798,12555358.938053096,48000000,69655813.96385574
Kama Sutra,1997,Trimark,4109095,1109095,6574552,1774552,895227.6688453159,3000000,4800000
Kangaroo Jack,2003,Warner Bros.,90723216,30723216,126931136.24145968,42984947.93076773,15045309.452736318,60000000,83946188.31069195
The Original Kings of Comedy,2000,Paramount Pictures,38236338,35236338,57080083.51060668,52601614.61194227,7093940.25974026,3000000,4478468.898664407
Kung Fu Hustle,2005,Sony Pictures Classics,101004669,81004669,132968171.7807756,106639057.87005617,15757358.658346333,20000000,26329113.910719436
Kicking and Screaming,2005,Universal,55842724,10842724,73514472.0640433,14273965.764924573,8711813.41653666,45000000,59240506.29911873
Kill Bill: Volume 2,2004,Miramax,150907920,95907920,205603803.6609396,130669305.84696352,24300792.2705314,55000000,74934497.8139761
Kill Bill: Volume 1,2003,Miramax,180098138,125098138,251975870.1158831,175025197.49774882,29867021.227197345,55000000,76950672.61813429
Kingdom Come,2001,Fox Searchlight,23393939,16393939,33948413.809703946,23790274.273308318,4140520.1769911502,7000000,10158139.53639563
Kinsey,2004,Fox Searchlight,13000959,2000959,17713096.977547143,2726197.414751923,2093552.1739130435,11000000,14986899.562795218
Black Knight,2001,20th Century Fox,33422806,-1577194,48501932.435125865,-2288765.246852281,5915540.884955752,35000000,50790697.68197815
Knock Off,1998,Sony Pictures,10319915,-24680085,16261684.232568676,-38889830.885521315,2200408.315565032,35000000,55151515.11808999
Christmas with the Kranks,2004,Sony Pictures,96501902,46501902,131478573.899337,63356303.15935873,15539758.776167473,50000000,68122270.73997827
King's Ransom,2005,New Line,4049527,-20950473,5331022.883376697,-27580369.505022597,631751.4820592824,25000000,32911392.38839929
"Kiss Kiss, Bang Bang",2005,Warner Bros.,13105837,-1894163,17253253.763416074,-2493581.669623503,2044592.3556942276,15000000,19746835.433039576
Kung Pow: Enter the Fist,2002,20th Century Fox,16033556,6033556,22947107.66046172,8635181.060734423,2764406.206896552,10000000,14311926.599727297
The Ladykillers,2004,Walt Disney Pictures,77692139,42692139,105851298.54652049,58165709.0285357,12510811.433172302,35000000,47685589.517984785
L'auberge espagnole,2003,Fox Searchlight,3895664,-2004336,5450435.728986391,-2804272.7882316513,646047.0978441128,5900000,8254708.517218042
Larry the Cable Guy: Health Inspector,2006,Lionsgate,15680099,-1319901,19968126.079989593,-1680853.5189161971,2393908.244274809,17000000,21648979.59890579
George A. Romero's Land of the Dead,2005,Universal,45900082,30900082,60425424.37446814,40678588.941428564,7160699.219968799,15000000,19746835.433039576
I am Legend,2007,Warner Bros.,585055701,435055701,724354677.1526268,538640391.5090894,85037165.84302326,150000000,185714285.6435374
Life Before Her Eyes,2008,Magnolia Pictures,303439,-11696561,362731.6779607917,-13982095.900331717,42261.6991643454,12000000,14344827.578292508
"Life, or Something Like It",2002,20th Century Fox,14448589,-25551411,20678714.52376272,-36568991.87514646,2491136.0344827585,40000000,57247706.39890919
Chasing Liberty,2004,Warner Bros.,12291975,-10708025,16747144.977580886,-14589099.562809115,1979384.0579710144,23000000,31336244.540390003
The Libertine,2005,Weinstein Co.,9448623,-12551377,12438693.56332218,-16523331.738469198,1474044.1497659907,22000000,28962025.301791377
Like Mike,2002,20th Century Fox,62432423,32432423,89352825.54191263,46417045.74273074,10764210.862068966,30000000,42935779.79918189
Limbo,1999,Sony Pictures,2016687,-6283313,3114882.8931862577,-9704919.095642915,398554.74308300397,8300000,12819801.988829173
Light It Up,1999,20th Century Fox,5871603,-7128397,9069010.580363294,-11010197.353947459,1160395.8498023716,13000000,20079207.934310753
Letters to Juliet,2010,Summit Entertainment,68332453,38332453,80451793.75475699,45131039.02284783,8660640.430925222,30000000,35320754.73190915
Lucky Break,2002,Paramount Pictures,54606,-5945394,78151.70639047088,-8509004.253445907,9414.827586206897,6000000,8587155.959836379
London,2006,IDP/Goldwyn/Roadside,12667,-1987333,16131.036739961155,-2530807.739601896,1933.8931297709923,2000000,2546938.7763418574
Loser,2000,Sony Pictures,18250106,-1749894,27244177.372776233,-2612281.951653152,3385919.4805194805,20000000,29856459.324429385
Lost In Space,1998,New Line,136117629,56117629,214488384.96091613,88427778.97671044,29022948.61407249,80000000,126060605.9842057
Lost and Found,1999,Warner Bros.,6552255,-7447745,10120314.660279023,-11503447.730517171,1294912.0553359685,14000000,21623762.390796196
Lottery Ticket,2010,Warner Bros.,23602581,6602581,27788699.1513673,7773604.803285448,2991455.1330798483,17000000,20015094.34808185
Love and Basketball,2000,New Line,27709625,12709625,41365564.58538458,18973220.09206254,5140932.282003711,15000000,22392344.493322037
Love Jones,1997,New Line,12554569,2554569,20087310.4,4087310.4,2735200.2178649236,10000000,16000000
The Love Letter,1999,Dreamworks SKG,8322608,-6677392,12854721.275981396,-10313595.571300242,1644784.1897233203,15000000,23168316.84728164
The Last Shot,2004,Walt Disney Pictures,463730,-39536270,631806.8122050024,-53866009.77977761,74674.71819645732,40000000,54497816.59198261
The Last Sin Eater,2007,20th Century Fox,388390,-1811610,480863.8093406233,-2242945.7134312587,56452.03488372093,2200000,2723809.522771882
The Last Song,2010,Walt Disney Pictures,75850384,55850384,89303093.65283753,65755923.83156476,9613483.39670469,20000000,23547169.821272764
Love Stinks,1999,Independent Artists,2793776,-1206224,4315139.171222074,-1863078.6547196964,552129.6442687748,4000000,6178217.82594177
Last Orders,2002,Sony Pictures Classics,2326407,-9673593,3329536.6225091782,-13844775.297163578,401104.6551724138,12000000,17174311.919672757
Lost Souls,2000,New Line,31320293,3320293,46755652.69918552,4956609.64498438,5810815.027829314,28000000,41799043.05420113
The Last Station,2010,Sony Pictures Classics,6616974,-11383026,7790550.524047326,-13401902.31509816,838653.2319391635,18000000,21192452.83914549
Letters to God,2010,Vivendi Entertainment,2848587,-151413,3353808.091983496,-178267.38120741866,361037.64258555137,3000000,3532075.473190915
The Lucky Ones,2008,Lionsgate,266967,-13733033,319132.965341168,-16416499.209333425,37182.03342618384,14000000,16735632.174674593
Lucky You,2007,Warner Bros.,6521829,-48478171,8074645.425495373,-60020592.643801674,947940.2616279069,55000000,68095238.06929705
Se jie,2007,Focus Features,65696051,50696051,81337967.873776,62766539.30942227,9548844.622093024,15000000,18571428.56435374
Luther,2003,RS Entertainment,29465190,-5534810,41224839.80583862,-7743770.042065015,4886432.835820896,35000000,48968609.84790364
Herbie: Fully Loaded,2005,Walt Disney Pictures,144110682,94110682,189715328.10647324,123892543.32967466,22482165.678627145,50000000,65822784.77679858
For Love of the Game,1999,Universal,46112640,-3887360,71223483.61230887,-6004239.211963249,9113169.960474309,50000000,77227722.82427213
Just Visiting,2001,Walt Disney Pictures,16172200,-23827800,23468494.887213916,-34578016.74933254,2862336.2831858406,40000000,58046511.636546455
Das Leben der Anderen,2007,Sony Pictures Classics,75284657,73284657,93209575.29782492,90733384.82257776,10942537.354651162,2000000,2476190.4752471657
La MÙme,2007,Picturehouse,83499782,67999782,103380682.43680735,84190206.25364183,12136596.220930234,15500000,19190476.18316553
Madison,2005,MGM,517262,-13482738,680952.5059843279,-17749427.231519278,80696.09984399375,14000000,18430379.737503603
Jane Austen's Mafia,1998,Walt Disney Pictures,30143795,20143795,47499313.30454587,31741737.556520157,6427248.400852878,10000000,15757575.748025712
Man of the House,2005,Sony Pictures,22099706,-27900294,29093283.833370488,-36729500.9434281,3447692.0436817473,50000000,65822784.77679858
Married Life,2008,Sony Pictures Classics,1506998,-10493002,1801468.8725693044,-12543358.705723204,209888.3008356546,12000000,14344827.578292508
Son of the Mask,2005,New Line,59918422,-40081578,78879947.90942787,-52765621.6441693,9347647.737909516,100000000,131645569.55359717
Meet the Browns,2008,Lionsgate,41975388,21975388,50177475.2826607,26269429.318839855,5846154.317548747,20000000,23908045.96382085
Wu ji,2006,Warner Independent,35869934,5869934,45679262.9047116,7475181.259583732,5476325.801526718,30000000,38204081.64512786
McHale's Navy,1997,Universal,4408420,-37591580,7053472,-60146528,960440.0871459695,42000000,67200000
The Martian Child,2007,New Line,9076823,-17923177,11237971.3290522,-22190600.086784534,1319305.6686046512,27000000,33428571.415836733
Mickey Blue Eyes,1999,Warner Bros.,53864342,13864342,83196409.48175599,21414231.222338293,10645126.877470357,40000000,61782178.2594177
The Medallion,2003,Sony Pictures,22108977,-18891023,30932739.109979287,-26430489.568993546,3666497.014925373,41000000,57363228.67897283
Madea Goes To Jail,2009,Lionsgate,90508336,73008336,108610003.243444,87610003.235044,12067778.133333333,17500000,21000000.0084
Mercury Rising,1998,Universal,32983332,-27016668,51973735.24122804,-42571719.246926226,7032693.390191897,60000000,94545454.48815426
Joyeux NoÎl,2006,Sony Pictures Classics,1054361,-20945639,1342696.4575812886,-26673630.082179144,160971.14503816795,22000000,28016326.539760433
Maria Full of Grace,2004,New Line,9892434,6692434,13477901.344507324,9118076.017148715,1592984.5410628018,3200000,4359825.327358609
Megiddo: Omega Code 2,2001,8X Entertainment,6047691,-15952309,8776184.1501434315,-23149397.24995712,1070387.7876106193,22000000,31925581.40010055
Marilyn Hotchkiss' Ballroom Dancing and Charm School,2006,IDP/Goldwyn/Roadside,399114,-2100886,508259.46139045205,-2675414.0090368697,60933.435114503816,2500000,3183673.4704273217
Men in Black 2,2002,Sony Pictures,441818803,301818803,632327827.8915374,431960855.4953553,76175655.68965517,140000000,200366972.39618215
Micmacs,2010,Sony Pictures Classics,11734498,-30265502,13815710.858669281,-35633345.76600353,1487262.1039290242,42000000,49449056.62467281
Miss Congeniality 2: Armed and Fabulous,2005,Warner Bros.,101382396,41382396,133465432.64128332,54478090.909125015,15816286.427457098,60000000,78987341.7321583
Mission: Impossible 2,2000,Paramount Pictures,546209889,426209889,815394666.6764795,636255910.7299031,101337641.74397032,120000000,179138755.9465763
The Missing,2003,Sony Pictures,38253433,-26746567,53520498.16914063,-37421205.834108986,6343852.902155887,65000000,90941704.00324962
Mighty Joe Young,1998,Walt Disney Pictures,50632037,-29367963,79783815.83043405,-46276790.15377164,10795743.496801704,80000000,126060605.9842057
Martin Lawrence Live: RunTelDat,2002,Paramount Pictures,19184820,16184820,27457173.56689802,23163595.586979836,3307727.5862068967,3000000,4293577.979918189
Malibu's Most Wanted,2003,Warner Bros.,34499204,19499204,48267944.592549615,27281397.51487663,5721261.028192371,15000000,20986547.07767299
My Life Without Me,2003,Sony Pictures,9476113,6976113,13258059.439189933,9760301.592911102,1571494.6932006632,2500000,3497757.8462788314
MirrorMask,2005,Samuel Goldwyn Films,864959,-3135041,1138680.2019550987,-4127142.5801887885,134939.0015600624,4000000,5265822.782143887
Mumford,1999,Walt Disney Pictures,4559569,-24140431,7042502.618602873,-37286210.282529324,901100.5928853756,28700000,44328712.9011322
Manderlay,2006,IFC Films,543306,-13656694,691883.5594095946,-17391381.752617594,82947.48091603053,14200000,18083265.31202719
The Man in the Iron Mask,1998,MGM,56968169,21968169,89768023.824383,34616508.706293024,12146731.130063964,35000000,55151515.11808999
Mona Lisa Smile,2003,Sony Pictures,121598309,56598309,170128575.75959513,79186871.75634553,20165557.04809287,65000000,90941704.00324962
MoliËre,2007,Sony Pictures Classics,791154,-20808846,979523.9996268479,-25763333.13304254,114993.31395348837,21600000,26742857.132669386
Molly,1999,MGM,17396,-20982604,26869.06932502076,-32408774.516869273,3437.944664031621,21000000,32435643.58619429
Mononoke-hime,1999,Miramax,150350000,130350000,232223762.53258628,201332673.40287742,29713438.735177867,20000000,30891089.12970885
Monsoon Wedding,2002,USA Films,13876974,12676974,19860623.33143241,18143192.139465135,2392581.724137931,1200000,1717431.1919672757
Money Talks,1997,New Line,41076865,16076865,65722984,25722984,8949208.061002178,25000000,40000000
Moulin Rouge,2001,20th Century Fox,179213196,126213196,260067521.67591703,183155893.75749296,31719149.73451327,53000000,76911627.91842405
The Miracle,2004,Walt Disney Pictures,64445708,36445708,87803759.36811167,49655287.75372384,10377730.7568438,28000000,38148471.614387825
The Fantastic Mr. Fox,2009,20th Century Fox,46467231,6467231,55760677.22230427,7760677.203104271,6195630.8,40000000,48000000.0192
Mr. Nice Guy,1998,New Line,31716953,25716953,49978228.93940713,40523683.490591705,6762676.545842217,6000000,9454545.448815426
Mrs. Henderson Presents,2005,Weinstein Co.,14466366,-5533634,19044329.914407935,-7284783.996311502,2256843.3697347892,20000000,26329113.910719436
Mouse Hunt,1997,Dreamworks SKG,61894591,23894591,99031345.6,38231345.6,13484660.348583879,38000000,60800000
Masked and Anonymous,2003,Sony Pictures,533344,-6966656,746203.2643062948,-9747070.274530198,88448.42454394692,7500000,10493273.538836494
The Missing Person,2009,Strand,17896,-1982104,21475.20000859008,-2378524.80095141,2386.133333333333,2000000,2400000.00096
Metropolis (2002),2002,Sony Pictures,673414,-14326586,963785.1739228758,-20504104.72566807,116105.86206896552,15000000,21467889.899590947
Muppets From Space,1999,Sony Pictures,16304786,-7695214,25183629.87834145,-11885677.077309169,3222289.723320158,24000000,37069306.95565062
The Muse,1999,October Films,11614954,-3385046,17939928.962573417,-5228387.884708221,2295445.4545454546,15000000,23168316.84728164
The Merchant of Venice,2004,Sony Pictures Classics,18765585,-11234415,25567085.2392815,-15306277.204705458,3021833.3333333335,30000000,40873362.44398696
Monsters vs. Aliens,2009,Paramount Pictures,381687380,206687380,458024856.18320996,248024856.09920993,50891650.666666664,175000000,210000000.084
"Dude, Where's My Car?",2000,20th Century Fox,73180297,59180297,109245228.03650808,88345706.50940752,13577049.536178108,14000000,20899521.527100567
My Dog Skip,2000,Warner Bros.,35512760,28512760,53014263.72191114,42564502.95836086,6588638.218923934,7000000,10449760.763550283
Me and You and Everyone We Know,2005,IFC Films,5409058,3409058,7120785.2115844125,4487873.820512469,843846.8018720748,2000000,2632911.3910719436
My Fellow Americans,1996,Warner Bros.,22331846,831846,36671241.851087525,1365978.6946793273,5052453.846153846,21500000,35305263.1564082
My Summer of Love,2005,Focus Features,3800915,2100915,5003736.199998108,2765761.5175869563,592966.4586583463,1700000,2237974.682411152
The Mystery Men,1999,Universal,29762011,-38237989,45969046.72401876,-59060656.31699133,5881820.355731226,68000000,105029703.0410101
The Nativity Story,2006,New Line,46432264,11432264,59130066.82747104,14558638.241488535,7088895.267175573,35000000,44571428.58598251
Not Easily Broken,2009,Sony Pictures,10572742,5572742,12687290.405074917,6687290.402674916,1409698.9333333333,5000000,6000000.0024
The New Guy,2002,Sony Pictures,28972187,15972187,41464781.37775734,22859276.798111852,4995204.655172414,13000000,18605504.579645485
Northfork,2003,Paramount Vantage,1445140,-454860,2021899.909588556,-636396.0535833557,239658.37479270314,1900000,2658295.963171912
In Good Company,2004,Universal,63489752,37489752,86501321.49916153,51077740.714372836,10223792.592592593,26000000,35423580.7847887
Little Nicky,2000,New Line,58270391,-21729609,86987377.93550481,-32438459.362212732,10810833.209647495,80000000,119425837.29771754
Nicholas Nickleby,2002,United Artists,1562800,-8437200,2236667.889005382,-12075258.710721916,269448.275862069,10000000,14311926.599727297
Lucky Numbers,2000,Paramount Pictures,10014234,-54985766,14949478.504315889,-82084014.30007961,1857928.3858998145,65000000,97033492.8043955
Notorious,2009,Fox Searchlight,44473591,25473591,53368309.221347325,30568309.212227322,5929812.133333334,19000000,22800000.00912
No End In Sight,2007,Magnolia Pictures,1433319,-566681,1774585.427895396,-701605.0473517695,208331.25,2000000,2476190.4752471657
Nomad,2007,Weinstein Co.,79123,-39920877,97961.80948649073,-49425847.69545682,11500.436046511628,40000000,49523809.50494331
No Man's Land,2001,MGM,2684207,1684207,3895221.321509986,2444058.5305963247,475080.8849557522,1000000,1451162.7909136615
Nowhere in Africa,2003,Zeitgeist,6173485,-326515,8637342.239053868,-456828.16127109306,1023795.1907131011,6500000,9094170.400324961
Inside Deep Throat,2005,Universal,691880,-1308120,910829.3666274281,-1722082.0244445154,107937.59750390015,2000000,2632911.3910719436
The Night Listener,2006,Miramax,10547755,6547755,13432243.106426856,8338365.55374314,1610344.2748091603,4000000,5093877.552683715
Nurse Betty,2000,USA Films,27732366,3732366,41399512.87245942,5571761.68314416,5145151.391465678,24000000,35827751.18931526
Nochnoy dozor,2006,Fox Searchlight,33923550,29723550,43200602.46308591,37852031.03276801,5179167.9389312975,4200000,5348571.430317901
New York Minute,2004,Warner Bros.,21215882,-18784118,28905481.15182863,-25592335.440153982,3416406.119162641,40000000,54497816.59198261
The Object of my Affection,1998,20th Century Fox,29145924,14145924,45926910.51762005,22290546.895581484,6214482.729211087,15000000,23636363.622038566
Orange County,2002,Paramount Pictures,43308707,25308707,61983103.571309574,36221635.691800445,7467018.448275862,18000000,25761467.879509132
Oceans,2010,Walt Disney Pictures,72965951,-7034049,85907081.96838337,-8281597.316707694,9247902.534854246,80000000,94188679.28509106
